,participantId,task,format,duration_sec,help_count,correct,search_count,copy_count,paste_count
277,677c52fe648cd68583dd3b1e,reading-task-tabular-3,xml,81.928,0,1,0,0,0
278,677c52fe648cd68583dd3b1e,reading-task-tabular-4,xml,67.444,0,1,0,0,0
279,677c52fe648cd68583dd3b1e,reading-task-tabular-5,xml,74.007,0,1,0,0,0
280,5d30dfa68b1523000134878f,reading-task-tabular-1,json,47.044,0,1,0,0,0
281,5d30dfa68b1523000134878f,reading-task-tabular-2,json,66.913,0,1,0,0,0
282,5d30dfa68b1523000134878f,reading-task-tabular-3,json,26.063,0,1,0,0,0
283,5d30dfa68b1523000134878f,reading-task-tabular-4,json,43.619,0,1,0,0,0
284,5d30dfa68b1523000134878f,reading-task-tabular-5,json,44.811,0,1,0,0,0
285,671a519900a99ebc15a67672,reading-task-tabular-1,yaml,99.857,0,1,0,0,0
286,671a519900a99ebc15a67672,reading-task-tabular-2,yaml,115.764,0,1,0,0,0
287,671a519900a99ebc15a67672,reading-task-tabular-3,yaml,147.665,0,0,0,0,0
288,671a519900a99ebc15a67672,reading-task-tabular-4,yaml,87.098,0,1,0,0,0
289,671a519900a99ebc15a67672,reading-task-tabular-5,yaml,109.526,0,0,0,0,0
290,672ca6c0324ac26cdc0dd298,reading-task-tabular-1,json5,29.87,0,1,0,0,0
291,672ca6c0324ac26cdc0dd298,reading-task-tabular-2,json5,57.966,0,1,0,0,0
292,672ca6c0324ac26cdc0dd298,reading-task-tabular-3,json5,49.886,0,0,0,0,0
293,672ca6c0324ac26cdc0dd298,reading-task-tabular-4,json5,88.844,0,0,0,0,0
294,672ca6c0324ac26cdc0dd298,reading-task-tabular-5,json5,108.914,0,0,0,0,0
